title,content,description,language,source,published_at,USD_TRY_impact,GAU_TRY_impact,BIST100_impact,BTC_TRY_impact
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-14 12:16:36.833391,-1.381764548013308,-0.0040195739352293924,0.7189196174979986,0.46517975690705204
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-27 07:16:36.833391,-1.21694057118665,0.18772819700482443,0.5738948756568791,0.46499292641240014
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-06-23 11:06:36.833391,-0.8631513183307982,0.6728294849986338,1.0130513012762572,0.9420852050631492
Turkish tourism industry bounces back strongly,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-05-30 03:02:36.833391,-0.7353590649256979,0.06928276696877411,1.296980484816737,1.1320097007416225
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Anadolu Agency,2025-06-08 03:48:36.833391,0.597252817093664,0.4875973421237718,-1.0353862262449058,0.7080016653217929
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Haberturk,2025-06-04 16:32:36.833391,-1.3185379141967233,0.5410233935292417,2.8868521081241783,1.0728525263381148
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-06 13:23:36.833391,1.0457310416909265,0.7445585293714407,-2.197082973401961,-0.24326622249611163
Turkish lira strengthens against dollar after policy announcement,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-05-31 21:53:36.833391,-2.0244492036705286,0.6787052590265803,3.6722051573012675,2.013397315042135
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-25 23:15:36.833391,-0.7520742123747454,2.086268640121875,2.0716858031395464,1.1412202919872356
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-17 08:52:36.833391,-2.1544079450263918,1.1154125404124124,1.3647420555024978,1.212413753261378
Turkish banks report strong quarterly earnings,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-06-14 00:12:36.833391,-0.2712405407760112,0.45821604143702127,1.532174002360014,1.531746809395621
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-02 16:39:36.833391,1.3729199201850353,1.503774337375005,-0.12751858860484264,0.5466515275782095
Inflation concerns grow as food prices surge in Turkey,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,Reuters,2025-06-15 23:59:36.833391,-0.15113643211056757,2.174161576858361,0.7390159223197201,0.759605480532886
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-05-27 10:56:36.833391,-0.755293098464845,1.776170975013596,2.105053746063373,0.9926309638670485
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,Bloomberg,2025-06-02 00:47:36.833391,-2.9448651643783608,0.749700943390232,2.2738173164988136,1.555603644999878
Turkish lira strengthens against dollar after policy announcement,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,tr,Reuters,2025-05-31 22:30:36.833391,-1.6590327743385678,0.3354794337017022,4.052216087068008,1.800154144653991
Central bank governor signals potential rate cuts ahead,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-06-08 09:17:36.833391,-0.2220344869662398,0.04810596046229628,-0.44925092993306237,-0.6485229007948342
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-06-17 05:25:36.833391,-1.7113205258599091,1.280582771412413,2.6866161295598694,0.789168349410021
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-07 22:54:36.833391,1.4788685478867833,2.019463655517928,-2.373030407866457,0.16980407265299324
Turkish manufacturing sector expands for third consecutive month,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,Haberturk,2025-06-05 16:36:36.833391,-0.2736044431498782,-0.15031260053377787,0.2635574694340981,1.3689485674550879
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-06-23 18:24:36.833391,-1.183264039154485,1.1720460551782494,1.9177009489947325,0.0690864883718657
Geopolitical tensions affect Turkish financial markets,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,en,Hurriyet,2025-06-19 15:03:36.833391,0.6384653791225137,0.7689320672129945,-0.3026756656968795,0.06624113714145007
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,BBC,2025-06-16 15:12:36.833391,-1.4830987786771996,0.6997553298725148,1.0629444214053756,0.02546826034426819
Turkish Central Bank raises interest rates to combat inflation,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,Bloomberg,2025-06-11 03:17:36.833391,0.8240982736165023,1.8204515988406533,-0.39530621449655173,-0.9165821397956184
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Hurriyet,2025-06-16 21:31:36.833391,-0.9787398918861181,2.4354459692317123,1.3914216768807997,0.5933378138356608
Turkish tourism industry bounces back strongly,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-13 19:32:36.833391,-2.2431444403830327,0.34530637674811404,2.449162525307947,2.0221630305844873
Geopolitical tensions affect Turkish financial markets,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-15 14:30:36.833391,0.340755562896097,-0.0996122715062212,-1.4752794265516815,-0.747205043324279
Erdogan announces new economic reform package,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-18 01:06:36.833391,-2.4909703407173365,0.8723960920089924,2.705010025954755,1.5280915642082185
Turkish Central Bank raises interest rates to combat inflation,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-04 20:25:36.833391,0.9323729361878481,1.5560932520225186,-0.17824985350101644,1.2083183712264853
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-06-13 23:44:36.833391,0.5898126198774366,1.1123304057536643,1.5948823120161355,0.8220601386298514
Erdogan announces new economic reform package,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,Bloomberg,2025-06-21 13:07:36.833391,-2.1409571247413517,0.39049033525798504,3.159784031656632,2.563457979002422
Turkish tourism industry bounces back strongly,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-04 00:22:36.833391,-1.1665323613039986,1.1959893341603451,1.9555625245630959,0.7063309520566334
New trade agreement signed between Turkey and EU,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,en,BBC,2025-06-08 07:03:36.833391,-0.25240334434882294,-0.15737840109772633,0.606417945106245,0.5697525817243358
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,en,Haberturk,2025-06-01 23:11:36.833391,-0.84417638263416,1.2163209027568733,1.1556680621877793,1.3222520724873856
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-22 23:20:36.833391,-2.0295867325975303,0.7896149313220372,2.720628102085333,1.8681710256142667
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-05-29 16:22:36.833391,2.7472974107244417,1.3550173111675845,-3.495674413549197,-1.5624208909500017
Turkish economy shows signs of recovery in latest GDP data,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,Bloomberg,2025-06-23 10:29:36.833391,-0.423705331950574,0.30621613386001156,1.0003540259443975,0.5148311750250073
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,tr,Hurriyet,2025-06-17 04:58:36.833391,-2.1813577083722215,0.8465372824986368,2.5292335760611637,1.141501662918739
Turkish tourism industry bounces back strongly,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,Reuters,2025-06-18 10:23:36.833391,-1.600172345091572,1.0603920461070175,3.0469627170164673,1.6646823257254044
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,Haberturk,2025-06-11 19:55:36.833391,-1.0343293190426233,1.7382816760576236,1.438654806450379,1.031014803893383
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,tr,BBC,2025-06-24 02:07:36.833391,0.1748837153200697,0.09897658975792899,0.4928134849985622,0.40640751966007754
Government announces infrastructure investment program,Economic indicators show mixed signals for Turkish market outlook...,Market analysts predict continued volatility in the coming weeks......,en,Hurriyet,2025-06-10 15:49:36.833391,0.13296818574557345,1.0573136452284078,0.5884092646708279,0.39158885931553844
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,Bloomberg,2025-06-13 13:42:36.833391,-1.976129509513079,2.2637247168489525,2.9379838582397806,2.0285131925457955
Turkish banks report strong quarterly earnings,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,Reuters,2025-06-06 07:57:36.833391,-2.9896817606589816,1.1084279584979546,2.504564544575425,2.18861799340415
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,Anadolu Agency,2025-06-03 12:40:36.833391,-1.467411075800916,1.4156260251877248,2.0863003248629597,0.06222327838793207
Turkish lira strengthens against dollar after policy announcement,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-26 04:27:36.833391,-1.7868389972050527,0.5441665225928836,2.4589041730815753,1.606626859749142
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-06-21 09:46:36.833391,-1.1764990266631883,0.3422323553382512,2.3856492164769767,0.9907957298840149
Government announces infrastructure investment program,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-06 19:31:36.833391,-0.7928295213347757,1.027906231578281,2.9157720937980907,1.3683745994474819
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-05-29 14:53:36.833391,-2.5920968469472285,0.9336514693683561,3.0200063574844727,1.325506898475056
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-11 23:43:36.833391,-1.8705165709531375,-0.01742889338799891,2.6916203830836767,1.358273257043797
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-01 21:42:36.833391,0.06410609904348082,2.2530975197312255,1.6989568807195914,0.9688604294336165
Turkish economy shows signs of recovery in latest GDP data,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,Reuters,2025-06-19 18:27:36.833391,-1.896700299381442,0.29669398779061495,2.6606696023681176,1.5178391485488694
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,Reuters,2025-06-03 04:03:36.833391,1.806596014756354,1.9385687860829957,-2.8364236037858017,-0.5146446374629822
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,en,Bloomberg,2025-06-16 04:28:36.833391,0.14533596272180954,2.537714295543382,1.0753492588879738,-0.11237815497031822
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,The government's new economic strategy aims to boost growth and stability......,en,BBC,2025-06-09 04:43:36.833391,-1.3011179347266613,1.7137309351265275,1.5342885993405562,1.3656990514200964
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,tr,BBC,2025-06-22 12:56:36.833391,-2.315684593019555,1.5198336106723978,2.0027136409894797,0.4918373881989695
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-05-28 23:48:36.833391,0.04032357004287712,1.1182446170962554,-0.8633084888030144,0.018231591497957028
Turkish tourism industry bounces back strongly,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,tr,CNN,2025-06-06 15:07:36.833391,-1.3964120547306222,1.415688775223786,1.8815626697562475,1.1248071617137996
Istanbul stock exchange hits new record high,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,en,BBC,2025-06-05 20:42:36.833391,-2.1563854225117858,0.7772154775695759,3.0616472969199915,0.43582828317866307
Turkish economy shows signs of recovery in latest GDP data,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,en,Bloomberg,2025-06-07 08:34:36.833391,-1.088869569540989,-0.0529516983147974,1.0703018493981413,1.2708335172510985
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,en,Hurriyet,2025-06-14 15:05:36.833391,0.35952124767648974,0.026439734585224854,-0.06194178204411586,1.1555512253490134
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-06-08 02:22:36.833391,0.13209930690439786,0.07932022666808304,0.05678833522154537,-0.3696007382776281
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-05-30 03:45:36.833391,-1.4234644696248158,1.4470900090416585,2.8825404338225127,1.9662221968205262
Turkish exports reach all-time high in quarterly results,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Hurriyet,2025-05-31 12:31:36.833391,-0.5569568669978353,-0.28307528693641687,0.9011949208322774,0.6271311844044224
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,Hurriyet,2025-06-06 17:30:36.833391,-0.6296159182685795,0.07229126358370497,1.0948402882673536,0.27926814125022803
Turkish banks report strong quarterly earnings,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,en,CNN,2025-05-29 02:00:36.833391,-0.33179564118335525,-0.15977690348071164,-0.25785302674029403,0.6024054847324256
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,BBC,2025-05-31 21:08:36.833391,-0.7488072709388406,1.414654777784203,0.06738068314975698,-0.1270502150373723
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-05-27 13:11:36.833391,1.0712685390111445,1.3245378380446609,0.1657978721329718,-0.5754859179997498
Central bank governor signals potential rate cuts ahead,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Anadolu Agency,2025-06-10 02:54:36.833391,0.7607420895981098,0.2580098400429716,-0.3471491028972344,0.424026537117328
Istanbul stock exchange hits new record high,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,tr,CNN,2025-06-16 13:33:36.833391,0.13805982128342675,0.3735576826831698,0.8144381756793335,0.1311291091864204
Government announces infrastructure investment program,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-05-28 10:10:36.833391,-0.5892431216985972,0.010830239070691028,0.8792066930066873,0.058111180115669125
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,Policy makers are considering various options to stabilize the economy......,en,CNN,2025-06-07 09:53:36.833391,0.4253572837567364,1.205729202973977,-0.8191890889654957,-0.5289488467672613
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,tr,BBC,2025-06-15 01:30:36.833391,-0.005675920336810081,0.1220167067868353,-1.2146383299021746,-0.1584174294225233
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,BBC,2025-06-04 06:01:36.833391,-0.297716320691362,0.30309299479382057,0.5721720433849697,0.11960226805781225
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Bloomberg,2025-06-07 16:05:36.833391,1.779469799084388,1.5710235155217498,-2.3744970059237174,0.2380490502304926
Turkish economy shows signs of recovery in latest GDP data,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,Hurriyet,2025-06-11 19:58:36.833391,-1.4442347115904777,0.9064127060203847,2.7260256257068076,1.1382695252423025
Turkish banks report strong quarterly earnings,International investors are closely watching Turkish economic developments...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-14 11:08:36.833391,-0.19541837376583587,-0.4450352614522341,0.31874463675116804,0.5565308372358004
Inflation concerns grow as food prices surge in Turkey,International investors are closely watching Turkish economic developments...,Economic indicators show mixed signals for Turkish market outlook......,tr,Reuters,2025-06-15 04:53:36.833391,1.095119828905644,2.4659137719827875,-2.4167422982494866,-0.27817397462801263
Erdogan announces new economic reform package,Policy makers are considering various options to stabilize the economy...,International investors are closely watching Turkish economic developments......,tr,Bloomberg,2025-06-09 05:21:36.833391,-0.3552300305803056,1.0581093771839087,1.2042047084336893,0.7412851852075617
Turkish exports reach all-time high in quarterly results,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,CNN,2025-06-24 14:47:36.833391,-1.906334651863321,1.4784245744390903,3.0052853677501634,2.2713210299966065
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Bloomberg,2025-06-05 08:36:36.833391,1.2859577394780048,1.0014691406420186,-2.2041091774725228,-0.955486086288801
Turkish lira strengthens against dollar after policy announcement,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,en,Hurriyet,2025-06-16 23:05:36.833391,-0.535852721512315,-0.4242412827209975,0.0605613964260812,1.9590300833004846
Turkish economy shows signs of recovery in latest GDP data,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Hurriyet,2025-06-03 05:05:36.833391,-1.5809457847157484,0.49220898793315326,3.482067366455888,1.715935810339229
Turkish manufacturing sector expands for third consecutive month,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-26 20:57:36.833391,-2.618080231512492,1.0363143529809937,3.764007419723352,2.025872546717987
Government announces infrastructure investment program,The government's new economic strategy aims to boost growth and stability...,International investors are closely watching Turkish economic developments......,tr,Anadolu Agency,2025-06-04 15:01:36.833391,-2.255711292562625,1.148901246231697,2.5320194387647317,1.4157691946642874
Currency volatility increases amid political uncertainty,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Hurriyet,2025-06-10 06:29:36.833391,0.4498949103380704,2.0630352252772424,-0.024826973962488175,0.0013237739523342118
Central bank governor signals potential rate cuts ahead,The government's new economic strategy aims to boost growth and stability...,The government's new economic strategy aims to boost growth and stability......,tr,CNN,2025-06-01 22:22:36.833391,-2.6560585210553165,0.23355783616090708,3.4733869004955222,1.309999359486524
Currency volatility increases amid political uncertainty,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-23 11:02:36.833391,-0.7292000172537587,1.7101272394423523,2.2413253135954325,0.49972336873344836
Turkish economy shows signs of recovery in latest GDP data,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-23 11:39:36.833391,-1.231355062814151,0.6123895377313163,3.587160954569728,1.8005735915722025
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Anadolu Agency,2025-06-16 15:49:36.833391,2.0366077403141123,0.46326296847660464,-2.729054522684865,-0.9193289108424448
Geopolitical tensions affect Turkish financial markets,Market analysts predict continued volatility in the coming weeks...,Policy makers are considering various options to stabilize the economy......,tr,Hurriyet,2025-06-18 04:02:36.833391,1.0230608916080348,1.3154455671107015,-1.8569212959006136,0.24388056571326627
Inflation concerns grow as food prices surge in Turkey,Market analysts predict continued volatility in the coming weeks...,Market analysts predict continued volatility in the coming weeks......,tr,Anadolu Agency,2025-06-03 05:38:36.833391,1.877870062392415,1.543966542790879,-2.271040699530756,-0.5066881676159463
Turkish Central Bank raises interest rates to combat inflation,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,tr,Reuters,2025-06-16 14:01:36.833391,0.6590355491558899,0.8545324435731553,-2.1238988442761575,-0.27302493990080734
New trade agreement signed between Turkey and EU,Market analysts predict continued volatility in the coming weeks...,International investors are closely watching Turkish economic developments......,en,Reuters,2025-05-31 21:39:36.833391,-1.6823027666607335,0.42597307280117513,1.7539500938580699,0.7679491873859602
Government announces infrastructure investment program,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Anadolu Agency,2025-06-02 20:24:36.833391,-1.850761335160307,1.9559686893600534,1.9954268262112655,2.122109328868782
Turkish banks report strong quarterly earnings,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,tr,Bloomberg,2025-06-22 10:09:36.833391,-0.25748411860258674,0.852146988470962,0.06149207644715953,-0.36905062932708765
Turkish Central Bank raises interest rates to combat inflation,Market analysts predict continued volatility in the coming weeks...,The government's new economic strategy aims to boost growth and stability......,en,Reuters,2025-05-28 10:59:36.833391,-1.0533131015120303,1.5207526744007305,1.8076844847499234,0.8135472908891432
Central bank governor signals potential rate cuts ahead,Market analysts predict continued volatility in the coming weeks...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-05-31 17:10:36.833391,0.6985464820599934,-0.32441394875432483,0.11485246475209651,0.29172808470201517
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-06-11 13:39:36.833391,-1.1111521066087608,1.0340407495959836,2.310312696186303,1.4322491362687078
Inflation concerns grow as food prices surge in Turkey,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Anadolu Agency,2025-06-15 12:43:36.833391,1.8417788705590596,1.8490722671730286,-2.740153216689247,-1.2279470253346711
Inflation concerns grow as food prices surge in Turkey,The government's new economic strategy aims to boost growth and stability...,Policy makers are considering various options to stabilize the economy......,en,Reuters,2025-06-01 04:29:36.833391,-0.21711181147847058,2.68400162925126,0.9352369474949426,-0.5235565145443574
Istanbul stock exchange hits new record high,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Bloomberg,2025-06-22 13:04:36.833391,-1.1618933899473727,-0.502817877465292,0.05907069505418383,1.1372828250459661
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,tr,BBC,2025-05-30 16:47:36.833391,1.6216007480375512,0.9982560095565852,-2.556306996671646,-0.3357096942770274
Turkish economy shows signs of recovery in latest GDP data,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,BBC,2025-06-14 02:20:36.833391,-0.6585910051344885,0.4649682740305342,3.037815666855357,1.9009891991113528
Turkish Central Bank raises interest rates to combat inflation,Economic indicators show mixed signals for Turkish market outlook...,Policy makers are considering various options to stabilize the economy......,tr,Haberturk,2025-06-03 16:38:36.833391,0.19976506297514296,1.1596604241164379,0.3269679903998661,0.03223521240665772
Turkish exports reach all-time high in quarterly results,International investors are closely watching Turkish economic developments...,International investors are closely watching Turkish economic developments......,tr,Reuters,2025-05-31 03:22:36.833391,-1.791032681502715,1.3521445751128074,2.1357136965512207,1.0346427445204056
Turkish Central Bank raises interest rates to combat inflation,The government's new economic strategy aims to boost growth and stability...,Economic indicators show mixed signals for Turkish market outlook......,tr,Haberturk,2025-05-29 15:06:36.833391,-0.9638978972060198,1.6094766592853227,1.5161680119459402,1.7126831983795578
Turkish Central Bank raises interest rates to combat inflation,The government's new economic strategy aims to boost growth and stability...,Market analysts predict continued volatility in the coming weeks......,en,Hurriyet,2025-06-21 13:03:36.833391,-0.872306088335791,1.5857680285348505,2.104241187131608,0.9955587365387965
Turkish lira strengthens against dollar after policy announcement,International investors are closely watching Turkish economic developments...,Market analysts predict continued volatility in the coming weeks......,en,Reuters,2025-06-03 14:12:36.833391,-0.708175582650169,0.15805472390433273,0.518563130988335,0.04735309305976443
New trade agreement signed between Turkey and EU,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,CNN,2025-06-13 18:55:36.833391,-2.774305508865711,0.9641674285114255,3.0298925848178997,1.6745904989241698
Currency volatility increases amid political uncertainty,Policy makers are considering various options to stabilize the economy...,Economic indicators show mixed signals for Turkish market outlook......,en,Bloomberg,2025-05-28 22:42:36.833391,0.9169939325711673,0.707464513117309,0.6887014726423804,0.6740280860265684
Turkish exports reach all-time high in quarterly results,International investors are closely watching Turkish economic developments...,The government's new economic strategy aims to boost growth and stability......,tr,CNN,2025-06-22 06:31:36.833391,-1.6904935026793808,1.7208361736992992,3.386177810030363,1.1714693109366063
Central bank governor signals potential rate cuts ahead,Economic indicators show mixed signals for Turkish market outlook...,International investors are closely watching Turkish economic developments......,tr,Haberturk,2025-06-16 21:18:36.833391,-0.20954334906287952,0.381622816483868,1.2440080288224564,1.0733368561382584
Inflation concerns grow as food prices surge in Turkey,Policy makers are considering various options to stabilize the economy...,Market analysts predict continued volatility in the coming weeks......,en,BBC,2025-06-03 12:02:36.833391,0.9102792128301413,1.4417282349318525,-2.737778963899881,-0.8129555223834244
Turkish manufacturing sector expands for third consecutive month,Economic indicators show mixed signals for Turkish market outlook...,Economic indicators show mixed signals for Turkish market outlook......,en,Reuters,2025-06-10 22:26:36.833391,-0.05855214407957675,0.14138773766499463,-0.06978139568755104,0.49868978619716553
